Track URI,Track Name,Artist Name(s),Album Name,Album Release Date,Album Image URL,Track Duration (ms),Popularity,Artist Genres,Danceability,Label
2oVm9jWR7xAT3kHWLnrae8,Shivers,The Screaming Jets,Tear Of Thought,1992,https://i.scdn.co/image/ab67616d0000b273432c22599bf9adb88859a8f4,266773,36,australian rock,0.409,rooArt
78His8pbKjbDQF7aX5asgv,Rivers of Babylon,Boney M.,Nightflight to Venus,1978,https://i.scdn.co/image/ab67616d0000b2739e77d65619f80436b5cc9d12,261266,66,europop,0.729,MCI
4oKdS5NAUH603U3IUTIQ36,Stone Cold,Jimmy Barnes,Hits,1996,https://i.scdn.co/image/ab67616d0000b2733dd4fb220d9107082b3f858b,227666,0,australian rock,0.412,Bloodlines
2uuW3roQlIXlp8V59Cd08Q,You Needed Me,Boyzone,The Love Songs Collection,2003,https://i.scdn.co/image/ab67616d0000b273127844559e8a530dd3d37025,208773,44,boy band,0.583,UMC (Universal Music Catalogue)
0pgRw8M6xNB1O4Puc9Tnyk,Heaven Knows,Rick Price,HEAVEN KNOWS,1992,https://i.scdn.co/image/ab67616d0000b273b8f9440460763a3106741755,267573,42,australian pop,0.457,Epic
32L05FkUrYfVlc0IwJ45ld,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),2021,https://i.scdn.co/image/ab67616d0000b273f3e1aa1e218f9c59d9df8461,137875,47,lgbtq+ hip hop,0.433,Columbia
2qoszVHCNhXnNKg9gdIjJU,Show No Mercy,Mark Williams,Vanda and Young The Official Songbook,2015,https://i.scdn.co/image/ab67616d0000b273aa46c1496fd820d255c4ebfc,263280,0,classic nz pop,0.675,Albert Productions
3T0ggmh35mdaTCXT2c0wkb,Throw Your Arms Around Me,Hunters & Collectors,Human Frailty,1986,https://i.scdn.co/image/ab67616d0000b2733ea43efe89294092e5d5fbd3,233493,0,australian rock,0.57,Bloodlines
6PUzxtIHkv346yP89NzP9X,Kernkraft 400,Zombie Nation,Kernkraft 400 Single Mixes,2006,https://i.scdn.co/image/ab67616d0000b273916e34ccc44c2b56cdd0d7e4,285173,51,german techno,0.798,UKW Records
0d5f6gzzW1Pgx9uJsLrSDP,Bom Bom - Radio Edit,Sam And The Womp,Bom Bom,2012,https://i.scdn.co/image/ab67616d0000b2732b9414d50b39ed61efa36eff,174033,51,balkan beats,0.755,Big Beat Records/Atlantic
35h2plG9OUFTznGdTGWraS,Leaving Your Keys,Fakebitcheshero,Leaving Your Keys,2021,https://i.scdn.co/image/ab67616d0000b27348da549b80f0a93f1733af5c,103026,1,trap queen,0.768,Fakebitcheshero
1ku3ylD0Fco099YiYt7CLN,Big When I Was Little,Eliza Doolittle,In Your Hands,2013,https://i.scdn.co/image/ab67616d0000b2731d1c15668d9b6539df6a5fa1,229199,7,lilith,0.536,Parlophone UK
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,Only Human (Deluxe),2018,https://i.scdn.co/image/ab67616d0000b273f2d671c22b70e01b78a618a8,204326,77,pop,0.329,Capitol Records (US1A)
646q8KXpCZB40MU3OwyAlC,Inside Outside,Sophie Monk,Calendar Girl,2003,https://i.scdn.co/image/ab67616d0000b273185c4f1cd2f25e98c03d08c8,248266,17,australian pop,0.69,WM Australia
1ssmjAYSU5PbmsjLq5yrNH,Never Give Up,Sia,"Never Give Up (From ""Lion"" Soundtrack)",2016,https://i.scdn.co/image/ab67616d0000b273e839740212c6dbd8d559a709,221986,63,pop,0.568,Masterworks
4ye6YRG07XMpZZ9Y9tNTt6,To Love Somebody,Michael Bolton,Timeless (The Classics),1992,https://i.scdn.co/image/ab67616d0000b273086f37b3c161fda26947088c,247973,59,soft rock,0.367,Columbia
7IahivnWF9l1W8DSBQe3Xv,Zebra,John Butler Trio,Sunrise Over Sea,2004,https://i.scdn.co/image/ab67616d0000b273017f522421a3f4e609ac2510,237626,52,banjo,0.609,Jarrah Records
5kM3UFOQH6W4KVbv4U8Ozs,Walls,Flowers,White Heat: 30 Hits,2011,https://i.scdn.co/image/ab67616d0000b273c1e97e3b542ffb0713d1bd8d,262173,0,australian rock,0.632,Universal Music Group
1lntL1cI2UIWlxjL5QiN8g,The Other,Lauv,The Other,2015,https://i.scdn.co/image/ab67616d0000b2733c6e07056b26bb9804a596da,189333,0,pop,0.38,Lauv
0HihhK0L7qhDuTZq1r2RTf,Summer Love,Sherbet,Greatest Hits,2006,https://i.scdn.co/image/ab67616d0000b27352568cf788a239ff702cc4b3,215586,0,australian rock,0.448,Bloodlines
3k79jB4aGmMDUQzEwa46Rz,vampire,Olivia Rodrigo,vampire,2023,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525,219724,18,pop,0.484,Olivia Rodrigo PS
3QqcE0U4RE3MQbmJfD1tsO,Do The Bartman,The Simpsons,The Simpsons Sing The Blues,1990,https://i.scdn.co/image/ab67616d0000b2737ffda34fc8861c57c146fe7e,310706,0,novelty,0.895,Geffen*
5Km6e8PWkwEPVKlifElIDB,Start Again,Conrad Sewell,Start Again,2015,https://i.scdn.co/image/ab67616d0000b273a683e6f445894f09d5376741,217974,42,australian pop,0.553,300 Entertainment
3h9mCACYWP4iDVFEBhyyYC,"Doin' The Do - 7"" Radio Mix",Betty Boo,Boomania,1990,https://i.scdn.co/image/ab67616d0000b2734d8603cae9ca7eefa738af91,222253,33,hip house,0.801,Sony BMG Music UK
3BzQ4YUYUAIF09bQeKfXVt,Ma Belle Amie - US Version,Tee-Set,Ma Belle Amie,2013,https://i.scdn.co/image/ab67616d0000b2739640711648ca40f45d976bd3,194856,0,nederpop,0.425,Pseudonym
4Sqc0kPuZpfI0T2TZBu8JT,Grace Kelly,MIKA,Life In Cartoon Motion,2007,https://i.scdn.co/image/ab67616d0000b273eb0b41d40b300163767da4b3,187733,0,electropop,0.676,Universal Music Group
26eccs3bbw6DMekFwZbdL2,You Belong With Me,Taylor Swift,Fearless (Platinum Edition),2008,https://i.scdn.co/image/ab67616d0000b27323772ebfb18de81c57186964,231146,0,pop,0.687,Universal Music Group
5CFzqDNWT1rfCzYBmuXugs,I Want That Man,Debbie Harry,"Def, Dumb & Blonde",1989,https://i.scdn.co/image/ab67616d0000b273ef998252be084d0ae9b21605,223533,0,new wave pop,0.746,Chrysalis Records
5l1DRutSEVtp52WxzGg90J,Almost Here (Duet with Brian McFadden) (with Brian McFadden),"Delta Goodrem, Brian McFadden",Mistaken Identity,2004,https://i.scdn.co/image/ab67616d0000b273dafff3f5ee4e38e38c937541,227986,40,australian pop,0.565,Epic
7jsYlbbaAzP2VHkLGlfn6r,Look at Me,Geri Halliwell,Schizophonic,1999,https://i.scdn.co/image/ab67616d0000b27314af5b7185324564d027b742,272160,36,europop,0.64,Parlophone UK
5Z4SaSAhRh5UEYNAv0VjvH,Mr. America,Russell Morris,The Very Best Of Russell Morris,2013,https://i.scdn.co/image/ab67616d0000b273d6067f86a6560ec7ddd00965,233480,11,australian rock,0.423,EMI
7AEAGTc8cReDqcbPoY9gwo,We Are Never Ever Getting Back Together,Taylor Swift,Red,2012,https://i.scdn.co/image/ab67616d0000b27396384c98ac4f3e7c2440f5b5,191880,57,pop,0.628,"Big Machine Records, LLC"
7hjNBLlsfNhvcWSu5sdOfA,Take A Long Line,The Angels,40 Years of Rock - Vol. 1: 40 Greatest Studio Hits,2014,https://i.scdn.co/image/ab67616d0000b27333076ba0dca338af801d7d4b,181005,0,australian rock,0.497,Bloodlines
5dRQUolXAVX3BbCiIxmSsf,Your Love,The Outfield,Super Hits,1985,https://i.scdn.co/image/ab67616d0000b27301ed248b4ac01c868e688322,221840,73,power pop,0.555,Columbia/Legacy
1ML2r3gzmd9776dmnlGYlh,Hands Of Love,Miley Cyrus,Hands Of Love,2015,https://i.scdn.co/image/ab67616d0000b273c52076a2075b0885187deb21,229386,41,pop,0.442,RCA Records Label
2aa37jRL4DRFvDs8og3uun,Hold Me Close,David Essex,Best Of David Essex,1996,https://i.scdn.co/image/ab67616d0000b2737f39354389a634ea4a2fb62b,232533,24,glam rock,0.598,Columbia
74YvAbwZrFub1C6EMeEQoG,Radio - Remastered,The Members,Working Girl (Remastered),1983,https://i.scdn.co/image/ab67616d0000b27394ce66e14ddfd1ccec642af5,272000,0,mod revival,0.665,The Members
6K0kK40E7PA2i9LsGmVCfK,Can the Can,Suzi Quatro,Suzi Quatro,1973,https://i.scdn.co/image/ab67616d0000b27357d3809ca687051ca8832a24,214400,0,glam rock,0.646,Chrysalis Records
1ZqBQ2FD2UulxiYPOfTN5c,Say I Love You,Renee Geyer,So Lucky,1981,https://i.scdn.co/image/ab67616d0000b2733560452edc81c1152b7f4968,213040,37,australian rock,0.671,WM Australia
1sXUWdKx03aP9Gmzft58rt,Issues,Julia Michaels,Issues,2017,https://i.scdn.co/image/ab67616d0000b2739615e35e0e9e4b2c3dccb520,176346,0,pop,0.683,Universal Music Group
4suhxpsuFo9CdUVyOYB6Kl,Swear It Again - Radio Edit,Westlife,Greatest Hits,2011,https://i.scdn.co/image/ab67616d0000b2737635ddd429d1369e4742360c,247626,0,boy band,0.57,RCA Records Label
5iR5GQnY5ds7mxizUUVyfl,Killing Me Softly,C. J. Johnson,The Feel Sessions - Accoustic Set Vol. 1,2006,https://i.scdn.co/image/ab67616d0000b273b38048a74033e3bcde364a7d,251400,0,acoustic cover,0.668,Fuego
2a33x9SW58ztVPPdD9ZSM8,All My Lovin,Johnny Young & Kompany,Step Back With,1992,https://i.scdn.co/image/ab67616d0000b27379d41459281ee4db94923c46,179626,17,classic australian country,0.18,WM Australia
61i3tMeBgaLEAaGZcBLALc,Rock Hard,Suzi Quatro,Rock Hard,1980,https://i.scdn.co/image/ab67616d0000b2738a1e41f9f8d2d20e4ec87c8b,200933,0,glam rock,0.39,Cherry Red Records
04iCsRraf8cH2HnS26BuwY,Nasty Girl - Main,Nitty,Players Paradise,2005,https://i.scdn.co/image/ab67616d0000b2730ac1fca52a343a1ad68d03d4,248466,0,bronx hip hop,0.937,Universal Music
4rkiST7hsHEuU5EMvApemD,Everybody's Free (To Feel Good),Rozalla,The Very Best of Rozalla,2000,https://i.scdn.co/image/ab67616d0000b2731565c9aedb499f93c8d170fd,211733,39,diva house,0.588,Amazon
7GK2KVYH8FrTC9zehmjVMd,Ring My Bell,Anita Ward,Ring My Bell,2005,https://i.scdn.co/image/ab67616d0000b2733b0e0d19618f2dec4531f368,491933,60,disco,0.781,601 Music
1mXuMM6zjPgjL4asbBsgnt,Firework,Katy Perry,Teenage Dream,2010,https://i.scdn.co/image/ab67616d0000b273f619042d5f6b2149a4f5e0ca,227893,68,pop,0.638,Capitol Records
2q1IrGfID48gnXawZA5ekH,Dancing To The Same Song,Elen Levon,Dancing To The Same Song,2012,https://i.scdn.co/image/ab67616d0000b2739e2967b926adc79b9c09f8f5,232635,12,australian dance,0.556,Ministry Of Sound
65zmFWDgzNuTlpwnErXJ7j,Aussie As,Matt Scullion,Aussie As,2019,https://i.scdn.co/image/ab67616d0000b2737bc184f13dee0cef27276ca6,220241,0,australian country,0.454,William Osland Consulting
5432DTrALeRWjISDKhCO8A,Father And Son,Boyzone,Said And Done,1995,https://i.scdn.co/image/ab67616d0000b273ea8df8afb76aef0d3709d55f,168066,0,boy band,0.518,Universal Music Group
3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,Return of the Mack,1996,https://i.scdn.co/image/ab67616d0000b27301841d493ec3808242042c0f,213093,75,british soul,0.715,WM UK
2IA4WEsWAYpV9eKkwR2UYv,Everybody Get Up - Radio Edit,Five,Greatest Hits,2003,https://i.scdn.co/image/ab67616d0000b27310df926bec224d743644ea3e,183840,34,boy band,0.728,RCA Records Label
7jLcHabAmvWNvzGgeWv9NY,I Love You's,Hailee Steinfeld,I Love You’s,2020,https://i.scdn.co/image/ab67616d0000b273f7574ec4a61c836ecff0651e,216083,0,pop,0.482,Republic Records
6Tgjsd4bD8eb74HOTCr6LC,Accidently Kelly Street,Frente!,Marvin The Album,1992,https://i.scdn.co/image/ab67616d0000b2735b102de2e265ae2dd7993808,201160,37,australian alternative rock,0.678,WM Australia
7ajnitQVYIKKXFaVUZOSEW,Mama Do The Hump,Rizzle Kicks,Stereo Typical,2011,https://i.scdn.co/image/ab67616d0000b273ae451c89ef63aa41005eded0,216013,53,uk hip hop,0.719,Universal-Island Records Ltd.
7rlCeTnjn0plPZkVAcctPZ,Bills,LunchMoney Lewis,Bills,2015,https://i.scdn.co/image/ab67616d0000b27304ce014b55b3e6c812e22242,204600,56,miami hip hop,0.699,Kemosabe Records/RCA Records
6SSBWjGwdBmwhmtOYVL0Pn,Born A Woman,Sandy Posey,I Will Follow Him - The Best Of,2009,https://i.scdn.co/image/ab67616d0000b273d14fc1dc1c827c1ea6e8b45c,114040,13,nashville sound,0.853,"Nifty Music, Inc."
2hw2fDtNPkIowTNuQRmlnN,Sometimes When We Touch,Dan Hill,Longer Fuse,1977,https://i.scdn.co/image/ab67616d0000b273441d6e613cd0cd07d7201e10,252707,0,soft rock,0.589,Anthem Legacy
4yoPGbCMNFqv2MAafUOo8I,Last One Standing,Girl Thing,Girl Thing,2014,https://i.scdn.co/image/ab67616d0000b2734142f1e6f2c90e3f2beeafbf,216826,28,girl group,0.784,Sony Music UK
2W2ieVidLIx9TDvxu0ZT6F,The Best - Edit,Tina Turner,Simply the Best,1991,https://i.scdn.co/image/ab67616d0000b273885426f7a6ef11b1cd483279,255936,58,soft rock,0.683,Parlophone UK
1xy4apMFecGGkgBeaHFZ2M,Chasing Fire,Lauv,Chasing Fire,2018,https://i.scdn.co/image/ab67616d0000b273484795cd955d7423df2ab692,205267,0,pop,0.709,Lauv
5WfhXulggG0c6WoVeMPA8N,Shake It Off,Taylor Swift,1989,2014,https://i.scdn.co/image/ab67616d0000b27304986cc325ba79fe52314a7b,219200,0,pop,0.648,Universal Music Group
76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,SNAP,2022,https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224,179551,65,alt z,0.565,Columbia
7wACkspl92hkVI1BtLDIKn,Purple Hat,Sofi Tukker,DANCING ON THE PEOPLE,2019,https://i.scdn.co/image/ab67616d0000b273b69c8f12db53ea00cbe8f985,178369,41,edm,0.777,"Ultra Records, LLC"
1RgQ8sBbzoRXBV78Tn6hQA,Sitting on Top of the World,Delta Goodrem,Child Of The Universe (Deluxe Edition),2012,https://i.scdn.co/image/ab67616d0000b2736a7241d9a4ac30b00ce5264a,238866,41,australian pop,0.558,Sony Music Entertainment
5hmJIY19Z6bLs0JNsrAMPD,Dancing in the Moonlight,Toploader,4 Hits,2011,https://i.scdn.co/image/ab67616d0000b2734c1141a372f982beb823db90,233373,0,british alternative rock,0.639,Sony Music UK
7jz7FfrYoEwVcBf1BNbcBb,Love and Other Bruises,Air Supply,Air Supply,1976,https://i.scdn.co/image/ab67616d0000b273f73f8a062fd96be664d8789d,223493,22,soft rock,0.47,Sony Music Entertainment
7mocbWQc7a3Y7AOZNUpRJC,Back in Black,Back In Black,Back in Black,2012,https://i.scdn.co/image/ab67616d0000b2733ad5858333ae0ddaae61e5df,231333,29,britcore,0.264,Rachelle Productions
72jbDTw1piOOj770jWNeaG,Paris,The Chainsmokers,Memories...Do Not Open,2017,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,221506,73,pop,0.653,Disruptor Records/Columbia
4NCmFVF0elcv6KO9FuQKZN,Holy Moses,Meg Washington,I Believe You Liar,2010,https://i.scdn.co/image/ab67616d0000b2733fa33601a194159190e0ec50,216853,0,australian indie,0.663,Universal Music Australia Pty. Ltd.
6Gm1Eym26iEc9H6wkwbKYm,Big Girl (You Are Beautiful),MIKA,Life In Cartoon Motion,2007,https://i.scdn.co/image/ab67616d0000b273eb0b41d40b300163767da4b3,248000,0,electropop,0.794,Universal Music Group
4w6yOgvvdY3tcG3tlOV4lG,I Go To Rio,Peter Allen,Taught By Experts,1976,https://i.scdn.co/image/ab67616d0000b2734fa497ca158ff04c1fc0bad6,202426,35,deep soft rock,0.593,A&M
4OeFQtRyT7vsLnRTv7t8YT,The Best,Tina Turner,All The Best,2004,https://i.scdn.co/image/ab67616d0000b273f38f318e862e9fa59f18e9fe,330253,62,soft rock,0.651,Parlophone
73h4oe03sZy8bXfQLfnqMv,Who's Laughing Now,Ava Max,Who's Laughing Now,2020,https://i.scdn.co/image/ab67616d0000b2736ef8a84f6eaa07b2b293d412,180348,0,pop,0.648,Atlantic Records
2x5qF66rFO6DERBMNkQAqn,(There's Gotta Be) More To Life,Stacie Orrico,Stacie Orrico,2003,https://i.scdn.co/image/ab67616d0000b27398d746bf562ff6a1cd2a7272,200386,55,candy pop,0.58,Virgin Records
5UqqOfFa9DYXALpCCF8VwB,(I've Had) The Time of My Life,"Bill Medley, Jennifer Warnes",Dirty Dancing,1987,https://i.scdn.co/image/ab67616d0000b273741a375f2292fbe848ef27e8,289680,0,soft rock,0.697,RCA Records Label
4FDSO33FW9LNEO0Tduum1X,Montego Bay,The Allniters,D-D-D-Dance,1983,https://i.scdn.co/image/ab67616d0000b273838243ebe33f3b645168823e,172653,0,australian ska,0.893,Southern Cross Music Pty Limited
0gPQTLaqHDgdupKEok7J2x,7 Days,Craig David,Born to Do It,2000,https://i.scdn.co/image/ab67616d0000b2737c2e92fb2302f8e8fcd9b389,235133,69,british soul,0.659,Sony Music UK
0iASWKzwLiBx1hhIMoyYMj,Everybody Rise,Amy Shark,Cry Forever,2021,https://i.scdn.co/image/ab67616d0000b27356bb5daea8dab10126661bc5,190573,39,australian pop,0.704,Wonderlick
3Iba59sFmGhQ4kbCY5L8AX,Little Bit of Love,Tom Grennan,Evering Road (Deluxe),2021,https://i.scdn.co/image/ab67616d0000b273c24d95b10c39a2248745091a,226268,64,uk pop,0.689,Insanity Records
6UVAFdrsnVTUzhkI1uJEOK,Make Love to Me,Kelly Marie,Feels Like I'm In Love,1979,https://i.scdn.co/image/ab67616d0000b273c446262a214d443720bf3539,258280,0,hi-nrg,0.69,Sanctuary Records
5JHbwrC8KTnsxfKkWJx09p,Too Close,Blue,All Rise,2001,https://i.scdn.co/image/ab67616d0000b27323b80e7083b0677a46f3c482,226853,43,boy band,0.789,Innocent
4j2Xkx947eebgeZQBw6pEQ,Closer to Free,Bodeans,The Best of BoDeans - Slash and Burn,2002,https://i.scdn.co/image/ab67616d0000b273e7a9f46b962894aa4c109014,190640,31,jangle pop,0.497,Rhino/Slash
35X3Vo9VIbIGBEabB3zYFY,Guitar Band,Stevie Wright,The Definitive Collection,1974,https://i.scdn.co/image/ab67616d0000b273fb8f42b17872c7b9a3432af6,201426,0,australian rock,0.59,Albert Productions
01rmKkiJU1O67AmzoqGT3o,I Was Only 19 (A Walk in the Light Green) - Live Version,Redgum,Caught In The Act,1983,https://i.scdn.co/image/ab67616d0000b27357210868ce4b2f9505d1933a,357400,19,australian rock,0.33,Epic
2QJTdq9kvrTfXGPobpdi7V,A Mean Pair of Jeans,Marty Rhone,50th Anniversary Album,2016,https://i.scdn.co/image/ab67616d0000b2737c9eae208fe680bd19ac197c,215600,24,classic australian country,0.753,Marty Rhone
5vlTxb7BP5DWzpw8RgnzxR,Before I Go,Guy Sebastian,Before I Go,2018,https://i.scdn.co/image/ab67616d0000b273813700f33b5e58c7c7100e2c,209424,44,australian pop,0.603,Sony Music Entertainment
31Y75sGePu69Qzkez9W6WP,Run Alone,360,Falling & Flying,2011,https://i.scdn.co/image/ab67616d0000b27341b839ed5f8427a34bf4f4bc,273093,35,australian hip hop,0.663,Soulmate Records
2FT9WmWskvuRt735aMy0mL,Moral of the Story,Ashe,Moral of the Story,2020,https://i.scdn.co/image/ab67616d0000b273d83433815883033675a92dd2,201083,47,alt z,0.571,Mom+Pop
1qYJo3iMxuxeP0YOcCp7XF,Right Back Where We Started From,Sinitta,Hits+ Collection 86 - 09 Right Back Where We Started From,2009,https://i.scdn.co/image/ab67616d0000b273e30c91dd94e176b4bcf55260,195226,9,hi-nrg,0.714,Sony Music UK
3A3dgR32O1T55lR6xMd9a5,Memphis T-Shirt,Melanie Dyer,Memphis T-Shirt,2019,https://i.scdn.co/image/ab67616d0000b27305924644007acb5e19a0e07d,201919,25,australian country,0.498,Universal Music Australia Pty. Ltd.
646J2jOtUe4Jflrmh6JFjN,Bring Me To Life,Evanescence,Fallen,2003,https://i.scdn.co/image/ab67616d0000b273f3302494cdc2c9f2eef99a18,235893,1,alternative metal,0.312,Universal Music Group
6KsCSlrgkQzYTu74YFfToL,Soul Revival,Johnny Diesel & The Injectors,Johnny Diesel And The Injectors,1989,https://i.scdn.co/image/ab67616d0000b273277659fad2498fd48648d3b4,243200,0,australian rock,0.488,Chrysalis
0snPJPxkk0MbTc0xeUvAPt,Dancing On The Ceiling,Lionel Richie,Dancing On The Ceiling - Expanded Edition,1986,https://i.scdn.co/image/ab67616d0000b2732c33399e119cec9b0fcde564,270720,65,soft rock,0.698,UNI/MOTOWN
1UZOjK1BwmwWU14Erba9CZ,Malibu,Miley Cyrus,Younger Now,2017,https://i.scdn.co/image/ab67616d0000b2739012e092ad8ed4731ea11134,231906,70,pop,0.573,RCA Records Label
0LMXIiouGsbzarXwmJWFFX,Taylor,Jack Johnson,On And On,2003,https://i.scdn.co/image/ab67616d0000b27363c675bbed0fb261d0156aad,238826,0,neo mellow,0.886,Universal Music Group
66yKv1kZIqfejvrLEGqTML,It's Gotta Be You,Isaiah Firebrace,It's Gotta Be You,2016,https://i.scdn.co/image/ab67616d0000b27331ab5943eff956823f5402b7,191433,45,australian pop,0.322,Sony Music Entertainment
2952fALz8E96WGTaVdsTsQ,Maybe It’s My First Time,Meg Mac,Low Blows,2017,https://i.scdn.co/image/ab67616d0000b2734c9f530f03b6c68e1f3bd5c6,213240,31,australian indie,0.704,EMI Recorded Music Australia Pty Ltd (Distribution)
5cdDdllseHYAaPW5oxCIST,Everlovin' Man,The Loved Ones,Magic Box,1995,https://i.scdn.co/image/ab67616d0000b2730216a1458c48680240d64416,131693,20,australian rock,0.619,Universal Music Australia Pty. Ltd.
2QIRHAKEYk2Y4EmxWwUoPG,Ladies & Gentlemen,Short Stack,Stack Is The New Black,2008,https://i.scdn.co/image/ab67616d0000b273521f853ff4f2193dff4e075e,205720,0,australian pop,0.576,Universal Music Australia Pty. Ltd.
5N6hnOaGXHcHZxIiMXcsJm,Alley Oop,The Hollywood Argyles,Alley Oop - The Very Best Of,2011,https://i.scdn.co/image/ab67616d0000b2733cf66db0c0daf73a2e368c8e,161733,3,novelty,0.598,Master Classics Records
3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,Maroon 5,Nobody's Love,2020,https://i.scdn.co/image/ab67616d0000b273839deab240b73a3c76bf51eb,211253,8,pop,0.486,222 Records/Interscope Records
1fAHeeDKtYWVU25oHWG5KN,Run Baby Run,Deadstar,Somewhere Over The Radio,1999,https://i.scdn.co/image/ab67616d0000b2732e3e89964e1588984ed49085,210360,25,australian alternative rock,0.536,WM Australia
1N67xd3y9s23vitoiP3Zv5,Dance The Night Away,The Mavericks,Trampoline,1998,https://i.scdn.co/image/ab67616d0000b2735913b47fc7c86ebaebf0912a,262640,53,neo-traditional country,0.651,MCA Nashville
093UVG0vgKjxj4UDjLIulw,Set Adrift On Memory Bliss,P.M. Dawn,Let It Flow,1999,https://i.scdn.co/image/ab67616d0000b273b9727e3627c864f3436e5eb1,211661,47,contemporary r&b,0.737,Grm Game
1wcc2jURzIlgBq5GnYfGLk,aNYway,Duck Sauce,Quack,2013,https://i.scdn.co/image/ab67616d0000b27397ac0f5fc412b3b19373fac4,302920,0,disco house,0.781,etcetc
12Lm52NdvlHFc3Z9XcQqs0,Don't It Make You Want To Go Home - Remastered 2002,Joe South,Classic Masters,2002,https://i.scdn.co/image/ab67616d0000b2734c5be46f4546c900cfe8c4b5,196000,23,bubblegum pop,0.438,Capitol Records
6SFEOsCeC2SfaXolMER4dU,Painless,Baby Animals,Baby Animals / Shaved & Dangerous,2008,https://i.scdn.co/image/ab67616d0000b27397fc8034722824df1f51b23f,221493,0,australian rock,0.629,Bloodlines
6kn9OzhdbC1hULUkyZreEL,Stay with Me Till Dawn,Judie Tzuke,Welcome to the Cruise,1979,https://i.scdn.co/image/ab67616d0000b2732e6cb1b4242102df40081cbe,235266,0,classic uk pop,0.32,Big Moon Records
4PmcCpz4PVgjf83iKSoQzy,The Band Played the Boogie,C.C.S.,Whole Lotta Love,1991,https://i.scdn.co/image/ab67616d0000b273ed24d9585f2383827e17f8ef,217133,15,classic uk pop,0.613,Parlophone UK
2w4Hv2AATgAjQVhZJic1pf,I Want To Be Straight,Ian Dury & The Blockheads,Sex&Drugs&Rock&Roll - The Essential Collection,2010,https://i.scdn.co/image/ab67616d0000b273cd891b3a44987d24af6caf5d,199226,0,pub rock,0.81,Ministry Of Sound
1gsj1iqjsLqV8UvVeO99wm,I Gotcha,Jimmy Barnes,Soul Deep,1991,https://i.scdn.co/image/ab67616d0000b2733d7307a68b73fb121005f912,208666,0,australian rock,0.669,Bloodlines
4vkVvmjIiQibQ6zJnC1Q9z,Sucker for You,Matt Terry,Trouble,2017,https://i.scdn.co/image/ab67616d0000b273d6f1a8782b4786ce7cf867fe,203813,44,talent show,0.874,RCA Records Label
6ydHl8wMrnnVJ3RLooIzT1,Another Funny Honeymoon,David Dundas,David Dundas,1977,https://i.scdn.co/image/ab67616d0000b273d75d832ac06d104df7f8a211,174466,0,classic uk pop,0.743,Chrysalis Copyrights
0VZ8HejqjGgKtotIvBfvd9,That's Rock 'N' Roll,Shaun Cassidy,Shaun Cassidy,1977,https://i.scdn.co/image/ab67616d0000b273eaab6058b67ea07bd1a1a98d,176173,33,bubblegum pop,0.788,Curb Records
45rVezUW4TqYwQkD7kz6eF,good 4 u,Olivia Rodrigo,good 4 u,2021,https://i.scdn.co/image/ab67616d0000b2730d0ec25bd83a4436db8d96ce,178147,3,pop,0.629,Olivia Rodrigo PS
4zH6dB5VUvQxuPzy19zJqp,I Love The Nightlife (Disco 'Round),Alicia Bridges,Disco Nights,2001,https://i.scdn.co/image/ab67616d0000b273c1c69c9e76fa824c084470ee,200360,44,disco,0.655,Universal Music Group International
4cC99MfXQzjd47sB4E6t6E,Dancing In The Storm,Boom Crash Opera,Dancing In The Storm,2009,https://i.scdn.co/image/ab67616d0000b273c00b59bcfc799b1d3a699ebf,242373,0,australian rock,0.594,Bloodlines
5gaEdX9W7HwrF1mrkKBT61,Gotta Pull Myself Together,The Nolans,Making Waves,1980,https://i.scdn.co/image/ab67616d0000b2732e24433898430f5aa0477b1f,163480,34,classic uk pop,0.897,Epic
1XIXkp7bJDMQeINqrKgMjq,Jump in My Car,Ted Mulry Gang,The Essential Ted Mulry Gang,2013,https://i.scdn.co/image/ab67616d0000b273a3d7476909155df3ff17a0c8,180066,0,australian rock,0.788,Albert Productions
6LzKX8hhExcmD7UIXKZatu,Child,360,Falling & Flying,2011,https://i.scdn.co/image/ab67616d0000b27341b839ed5f8427a34bf4f4bc,293373,43,australian hip hop,0.699,Soulmate Records
7m4HUtdXRUHEitLIqbVWxf,Ready to Go (Get Me Out of My Mind),Panic! At The Disco,Vices & Virtues,2011,https://i.scdn.co/image/ab67616d0000b273d8f40ad88ed77a939b716d19,217026,51,pop,0.57,Decaydance/Fueled By Ramen
1FHNctV68GUNLgXclG2DtR,Dancing in the Moonlight,Toploader,Dancing In The Moonlight: The Best Of Toploader,2009,https://i.scdn.co/image/ab67616d0000b273a3ebdfcbd1a5336b2920b699,233373,62,british alternative rock,0.639,Sony BMG Music UK
